source,target,neurosymbolic_score,confidence_label,path_distance,known_positive,ontology_path,explanation
_:b89,Tiny_stash,0.11780097329999828,Weak,8,False,_:b89 --rest(rev)--> _:b86 --body(rev)--> _:b85 --head--> _:b87 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic '_:b89' (neuro-symbolic score: 0.118 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b89 --rest(rev)--> _:b86 --body(rev)--> _:b85 --head--> _:b87 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
_:b284,BLockGame,0.1177148072800544,Weak,7,False,_:b284 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b284' (neuro-symbolic score: 0.118 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b284 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b83,BLockGame,0.1177148072800544,Weak,7,False,_:b83 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b83' (neuro-symbolic score: 0.118 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b83 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b251,Tiny_stash,0.11765750881832038,Weak,8,False,_:b251 --rest(rev)--> _:b249 --first--> _:b250 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic '_:b251' (neuro-symbolic score: 0.118 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b251 --rest(rev)--> _:b249 --first--> _:b250 --argument2--> o --first(rev)--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
_:b174,BLockGame,0.11765320225347516,Weak,7,False,_:b174 --rest--> _:b175 --first--> Expert --hasGamificationExperience(rev)--> Adam --teaches--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b174' (neuro-symbolic score: 0.118 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b174 --rest--> _:b175 --first--> Expert --hasGamificationExperience(rev)--> Adam --teaches--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b163,BLockGame,0.11765320225347516,Weak,7,False,_:b163 --rest--> _:b164 --first--> Beginner --hasGamificationExperience(rev)--> Sara --teaches--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b163' (neuro-symbolic score: 0.118 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b163 --rest--> _:b164 --first--> Beginner --hasGamificationExperience(rev)--> Sara --teaches--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b261,BLockGame,0.11725179713369414,Weak,7,False,_:b261 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b261' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b261 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b197,BLockGame,0.11724867280691992,Weak,7,False,_:b197 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b197' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b197 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
_:b70,BLockGame,0.11723026864186237,Weak,7,False,_:b70 --arguments--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic '_:b70' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b70 --arguments--> _:b71 --rest--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Arithmetic_operations,Motrain,0.11703951311949659,Weak,6,False,Arithmetic_operations --has_reference--> RFK_L1_R6 --indexed_by--> taskJavaBasics --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'Arithmetic_operations' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.12, path length: 6). Ontological path: [Arithmetic_operations --has_reference--> RFK_L1_R6 --indexed_by--> taskJavaBasics --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
_:b25,Tiny_stash,0.11699697163717263,Weak,8,False,_:b25 --first--> _:b30 --intersectionOf--> _:b32 --rest--> _:b34 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic '_:b25' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b25 --first--> _:b30 --intersectionOf--> _:b32 --rest--> _:b34 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
_:b23,Tiny_stash,0.11690297499904757,Weak,8,False,_:b23 --first--> _:b24 --intersectionOf--> _:b26 --rest--> _:b28 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic '_:b23' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b23 --first--> _:b24 --intersectionOf--> _:b26 --rest--> _:b28 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
hasName,Stash,0.11687629885103198,Weak,7,False,hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'hasName' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [hasName --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Expert,bonusPoints,0.11684470891077803,Weak,6,False,Expert --first(rev)--> _:b175 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'Expert' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.12, path length: 6). Ontological path: [Expert --first(rev)--> _:b175 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
Classes_and_Objects,Motrain,0.11682171624477472,Weak,7,False,Classes_and_Objects --contains--> Access_Modifiers --has_reference--> RFK_L2_R5 --indexed_by--> JavaAccessModifiers --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'Classes_and_Objects' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [Classes_and_Objects --contains--> Access_Modifiers --has_reference--> RFK_L2_R5 --indexed_by--> JavaAccessModifiers --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
Inheritance,Motrain,0.11680191876433874,Weak,7,False,Inheritance --contains--> Task_about_Inheritance --has_reference--> RFK_L4_R6 --indexed_by--> TaskJavaInheritance --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'Inheritance' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [Inheritance --contains--> Task_about_Inheritance --has_reference--> RFK_L4_R6 --indexed_by--> TaskJavaInheritance --is_visible_for--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
Beginner,bonusPoints,0.11677496284392916,Weak,6,False,Beginner --first(rev)--> _:b164 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints,"The game element 'bonusPoints' is proposed as an exploratory suggestion for the topic 'Beginner' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.12, path length: 6). Ontological path: [Beginner --first(rev)--> _:b164 --rest--> nil --rest(rev)--> _:b150 --first--> _:b154 --argument1--> gr --containsGameElement--> bonusPoints]. 'bonusPoints' is an element related to 'bonusPoints'."
contain_resource,Stash,0.11676313735703628,Weak,7,False,contain_resource --domain--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'contain_resource' (neuro-symbolic score: 0.117 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [contain_resource --domain--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
